Series Name,Series Code,Country Name,Country Code,2018
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Colombia,COL,-6408802152.15872
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Comoros,COM,-6859922.78066133
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,"Congo, Dem. Rep.",COD,-1284643393.84758
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,"Congo, Rep.",COG,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Costa Rica,CRI,-2183145638.1121
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Cote d'Ivoire,CIV,-475678494.308757
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Croatia,HRV,-893109267.074038
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Cuba,CUB,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Curacao,CUW,-96782122.9050279
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Cyprus,CYP,-8489880192.54914
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Czech Republic,CZE,-2244655309.3198
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Denmark,DNK,-639153132.317255
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Djibouti,DJI,-170003376.097232
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Dominica,DMA,-13321071.3147723
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Dominican Republic,DOM,-2535300000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Ecuador,ECU,-1455697145.23622
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,"Egypt, Arab Rep.",EGY,-7817811000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,El Salvador,SLV,-826046956.670672
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Equatorial Guinea,GNQ,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Eritrea,ERI,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Estonia,EST,-1421153640.89914
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Ethiopia,ETH,-3360419368.65295
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Faroe Islands,FRO,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Fiji,FJI,-472491952.145779
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Finland,FIN,13680216227.5275
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,France,FRA,66364673386.9654
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,French Polynesia,PYF,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Gabon,GAB,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,"Gambia, The",GMB,-32957945.2678928
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Georgia,GEO,-925045346.51
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Germany,DEU,9525294366.3647
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Ghana,GHA,-2908184623.24856
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Gibraltar,GIB,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Greece,GRC,-3505884539.87617
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Greenland,GRL,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Grenada,GRD,-151584870.727
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Guam,GUM,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Guatemala,GTM,-791082160
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Guinea,GIN,-353090000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Guinea-Bissau,GNB,-20958838.03273
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Guyana,GUY,-1180405596.06866
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Haiti,HTI,-105000000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Honduras,HND,-895189526.370976
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,"Hong Kong SAR, China",HKG,-22024252706.9308
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Hungary,HUN,-3200538617.85285
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Iceland,ISL,485573459.390764
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,India,IND,-30699661201.0258
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Indonesia,IDN,-12510610514.4976
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,"Iran, Islamic Rep.",IRN,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Iraq,IRQ,5073500000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Ireland,IRL,29823999075.7968
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Isle of Man,IMN,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Israel,ISR,-14671900000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Italy,ITA,224517518.809546
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Jamaica,JAM,-761949859.62409
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Japan,JPN,133758663399.957
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Jordan,JOR,-957464788.732394
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Kazakhstan,KAZ,-4857754649.17723
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Kenya,KEN,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Kiribati,KIR,1265676.01675665
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,"Korea, Dem. People’s Rep.",PRK,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,"Korea, Rep.",KOR,26037800000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Kosovo,XKX,-264006090.581936
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Kuwait,KWT,2993147632.14192
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Kyrgyz Republic,KGZ,-139267900
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Lao PDR,LAO,-1319609797.48538
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Latvia,LVA,-786692511.071429
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Lebanon,LBN,-1378772181.55
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Lesotho,LSO,-128696373.48374
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Liberia,LBR,-129129754.833293
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Libya,LBY,275600000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Liechtenstein,LIE,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Lithuania,LTU,-54306068.3638271
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Luxembourg,LUX,73819024871.9685
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,"Macao SAR, China",MAC,-2473053860.74126
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,North Macedonia,MKD,-713258114.342332
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Madagascar,MDG,-494140097.618287
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Malawi,MWI,-107733755.086923
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Malaysia,MYS,-2853746617.57237
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Maldives,MDV,-538536564.514229
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Mali,MLI,-466777842.626839
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Malta,MLT,-11463125596.8212
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Marshall Islands,MHL,-9752051.36249508
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Mauritania,MRT,-772244223.86581
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Mauritius,MUS,-7456373376.0972
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Mexico,MEX,-27033724268
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,"Micronesia, Fed. Sts.",FSM,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Moldova,MDA,-269630000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Monaco,MCO,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Mongolia,MNG,-1923601321.63453
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Montenegro,MNE,-379074547.518171
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Morocco,MAR,-2763517824.5115
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Mozambique,MOZ,-2692280341.47022
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Myanmar,MMR,-1291196200.66864
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Namibia,NAM,-86668533.2246829
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Nauru,NRU,252552.55823185
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Nepal,NPL,-68186670.7450293
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Netherlands,NLD,12840889352.6924
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,New Caledonia,NCL,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,New Zealand,NZL,-1489127939.60727
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Nicaragua,NIC,-284100000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Niger,NER,-427424869.508824
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Nigeria,NGA,-616625626.880989
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Northern Mariana Islands,MNP,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Norway,NOR,16488720689.7436
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Oman,OMN,-5626007802.3407
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Pakistan,PAK,-1758000000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Palau,PLW,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Panama,PAN,-5134069400
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Papua New Guinea,PNG,-277350395.065024
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Paraguay,PRY,-481046251.569393
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Peru,PER,-6468745215.05792
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Philippines,PHL,-5832900583.81908
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Poland,POL,-14789000000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Portugal,PRT,-6366285299.36815
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Puerto Rico,PRI,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Qatar,QAT,5709065934.06593
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Romania,ROU,-5840119126.74388
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Russian Federation,RUS,22592030000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Rwanda,RWA,-283588520.872514
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Samoa,WSM,-16676163.8496994
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,San Marino,SMR,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Sao Tome and Principe,STP,-21304357.0230776
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Saudi Arabia,SAU,18740259933.9839
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Senegal,SEN,-795033244.560535
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Serbia,SRB,-3713792631.02662
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Seychelles,SYC,-317937094.541712
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Sierra Leone,SLE,-217812918.996704
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Singapore,SGP,-61274575098.3867
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Sint Maarten (Dutch part),SXM,200910614.52514
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Slovak Republic,SVK,-919698980.202234
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Slovenia,SVN,-1088111001.5154
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Solomon Islands,SLB,-15937008.055664
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Somalia,SOM,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,South Africa,ZAF,-1542500842.23018
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,South Sudan,SSD,-60140000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Spain,ESP,-18608456273.5715
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Sri Lanka,LKA,-1542687403.69213
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,St. Kitts and Nevis,KNA,-94027008.3762204
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,St. Lucia,LCA,-15809470.8653774
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,St. Martin (French part),MAF,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,St. Vincent and the Grenadines,VCT,-95504707.1869581
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Sudan,SDN,-1135787164.04941
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Suriname,SUR,-119190759.986423
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Eswatini,SWZ,-39186771.9486442
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Sweden,SWE,13233142531.8074
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Switzerland,CHE,114652732680.144
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Syrian Arab Republic,SYR,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Tajikistan,TJK,-249150592.5477
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Tanzania,TZA,-1055991268.20234
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Thailand,THA,8043417492.12954
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Timor-Leste,TLS,-47925664.570816
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Togo,TGO,251178478.844444
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Tonga,TON,-19137614.2474989
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Trinidad and Tobago,TTO,767054293.635326
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Tunisia,TUN,-988942901.040222
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Turkey,TUR,-9374000000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Turkmenistan,TKM,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Turks and Caicos Islands,TCA,-93769000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Tuvalu,TUV,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Uganda,UGA,-1055026100.88925
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Ukraine,UKR,-2360000000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,United Arab Emirates,ARE,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,United Kingdom,GBR,-24762637594.316
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,United States,USA,-336846000000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Uruguay,URY,1108006656.71919
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Uzbekistan,UZB,-622791470.421606
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Vanuatu,VUT,-36216614.2964793
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,"Venezuela, RB",VEN,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Vietnam,VNM,-14902000000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Virgin Islands (U.S.),VIR,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,West Bank and Gaza,PSE,-300675652.891296
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,"Yemen, Rep.",YEM,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Zambia,ZMB,-363115724.398514
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Zimbabwe,ZWE,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Afghanistan,AFG,0.626149149168811
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Albania,ALB,2.02805963071135
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Algeria,DZA,4.26999020467078
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,American Samoa,ASM,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Andorra,AND,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Angola,AGO,20.1903737898383
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Antigua and Barbuda,ATG,1.20715793367003
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Argentina,ARG,34.2772237131008
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Armenia,ARM,2.52023382001631
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Aruba,ABW,3.62604141352956
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Australia,AUS,1.91140094445692
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Austria,AUT,1.99838187702266
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Azerbaijan,AZE,2.26351685730081
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Bahamas, The",BHS,2.26751510061695
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Bahrain,BHR,2.08481249596594
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Bangladesh,BGD,5.5436213948647
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Barbados,BRB,3.67381410406798
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Belarus,BLR,4.87230220550687
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Belgium,BEL,2.05316499865181
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Belize,BLZ,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Benin,BEN,0.848806254600014
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Bermuda,BMU,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Bhutan,BTN,2.72396386183716
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Bolivia,BOL,2.27205987230148
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Bosnia and Herzegovina,BIH,1.41710814018026
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Botswana,BWA,3.2380155894771
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Brazil,BRA,3.66485028376724
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,British Virgin Islands,VGB,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Brunei Darussalam,BRN,1.02505179290213
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Bulgaria,BGR,2.81186840582685
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Burkina Faso,BFA,1.95594302672532
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Burundi,BDI,-2.8146980766847
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Cabo Verde,CPV,1.25699566690509
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Cambodia,KHM,2.45796490023179
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Cameroon,CMR,1.06885811312916
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Canada,CAN,2.268225672481
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Cayman Islands,CYM,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Central African Republic,CAF,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Chad,TCD,4.27462198610544
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Channel Islands,CHI,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Chile,CHL,2.43488981353058
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,China,CHN,2.07478890229193
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Colombia,COL,3.24023413752975
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Comoros,COM,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Congo, Dem. Rep.",COD,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Congo, Rep.",COG,1.15277896375521
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Costa Rica,CRI,2.22121531302887
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Cote d'Ivoire,CIV,0.359409031380664
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Croatia,HRV,1.50012501041753
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Cuba,CUB,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Curacao,CUW,2.58368756641871
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Cyprus,CYP,1.43549119531762
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Czech Republic,CZE,2.14949494949492
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Denmark,DNK,0.813609467455633
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Djibouti,DJI,0.147970849877116
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Dominica,DMA,0.989191119189815
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Dominican Republic,DOM,3.56443426013508
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Ecuador,ECU,-0.224103246005465
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Egypt, Arab Rep.",EGY,14.4014657807421
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,El Salvador,SLV,1.09033000581896
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Equatorial Guinea,GNQ,1.34988438751676
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Eritrea,ERI,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Estonia,EST,3.43632688420445
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Ethiopia,ETH,13.8330356586661
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Faroe Islands,FRO,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Fiji,FJI,4.08147637644538
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Finland,FIN,1.08382098409299
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,France,FRA,1.85081508315494
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,French Polynesia,PYF,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Gabon,GAB,4.74906652083221
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Gambia, The",GMB,6.52096823946572
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Georgia,GEO,2.61524471397664
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Germany,DEU,1.73216766075662
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Ghana,GHA,7.80876516610708
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Gibraltar,GIB,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Greece,GRC,0.625629147213626
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Greenland,GRL,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Grenada,GRD,0.804102313277037
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Guam,GUM,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Guatemala,GTM,3.75186186704512
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Guinea,GIN,9.82600180777342
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Guinea-Bissau,GNB,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Guyana,GUY,1.28284288443518
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Haiti,HTI,12.4814111170435
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Honduras,HND,4.34734937777536
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Hong Kong SAR, China",HKG,2.40771745196524
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Hungary,HUN,2.85024792594642
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Iceland,ISL,2.68291768267388
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,India,IND,4.86069946650859
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Indonesia,IDN,3.19834641562404
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Iran, Islamic Rep.",IRN,18.0141183371874
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Iraq,IRQ,0.36744148893681
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Ireland,IRL,0.488370168032449
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Isle of Man,IMN,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Israel,ISR,0.814852150537637
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Italy,ITA,1.13748763600395
